Abilene-CFR-RL,Abilene-Top-k critical,Abilene-Top-k,Abilene-ECMP
1.0,0.8738449756148918,0.7529113023209233,0.6097229935390608
1.0,0.88451192055419,0.7676738598771788,0.713457223403527
0.9876352333111698,0.9052299189400482,0.7183270058021248,0.6559403129139361
0.9683062491167185,0.9471916724734047,0.82921175029701,0.6548977579324468
0.9611453230644437,0.9458311476969586,0.8026628221972373,0.6432774232525516
1.0,0.9253767062940299,0.8296218771448464,0.5938086125239019
0.9761709897756234,0.9320469246641494,0.8029563325472348,0.6918356251371127
0.9891231869860958,0.9072754451194206,0.76036944672462,0.6731816083227486
0.9925427974762318,0.9615080560606154,0.8465847988443683,0.6024642186264192
0.9793722170297262,0.9146440175383068,0.7972868884812802,0.6723514455615471
0.9827349531787106,0.8992184393049721,0.8013758620477383,0.6452903373995476
0.964507073557447,0.8386043871737046,0.7966106358810077,0.6615436447439661
0.9552274888125836,0.9309940802681631,0.725908247271866,0.5871452273264504
0.9568890562255358,0.9529782376496803,0.8221495954525245,0.689697571560967
0.9226091628610789,0.9372435653835338,0.7856086540701321,0.6462952825134772
0.9411804112889621,0.9155850715266144,0.7719177196094457,0.6427233946621865
0.9704619446080315,0.8819049045094852,0.7909812893783896,0.6758851853523845
0.9397127043976895,0.9681129023496239,0.789638314172606,0.6454930952527038
0.9622892040286672,0.8989412472242867,0.7528264812154236,0.6192027820197945
1.0,0.9462887004536518,0.8253079673680066,0.6361296581949808
0.9684365009821871,0.859649587203058,0.8155048110356025,0.6736139208288184
0.9367698334387083,0.9457909446214999,0.7793194705027999,0.6166319184557244
0.9503094829475826,0.8707040642723225,0.7034749768238991,0.6705462009429657
0.9638169598628247,0.9214855939039355,0.820811783368164,0.651500047088982
0.9595369137358593,0.8459597836662784,0.7728461163182171,0.6204453535109822
1.0,0.9000516377809248,0.7517566584550964,0.643141992454387
1.0,0.8769549327160451,0.8053049537195621,0.6892481271441283
0.9934193478449481,0.9164204677492414,0.7896642183938088,0.708298221980066
0.9995409041257509,0.9096218294456683,0.8079786872981535,0.5805931251739231
0.9751271860122432,0.8603271321813186,0.7700634393896505,0.6687239545110685
0.969423353796318,0.8734804445604034,0.8093467563137402,0.675804521036918
0.9555359638737075,0.9455467804980435,0.8546921731597795,0.6671260321475283
0.969590401218639,0.934261792905995,0.7271388848535048,0.5699514405178452
0.9593339586017136,0.8748174326482632,0.790184802018778,0.6108312937225232
0.9604489660349426,0.8961471162055059,0.7973847351374044,0.6490916707822406
0.9885499703859978,0.9055858429518564,0.83095416440946,0.6462601615485968
0.9787593233784616,0.9087662270566564,0.8013812330429219,0.6810066528912888
0.9385462417604461,0.9078699165583183,0.8224966818487559,0.7351747090324595
0.9787820247116144,0.897371282517837,0.7868663846850428,0.6799972778438128
1.0,0.9120772718592682,0.8027279344880901,0.6233943307919049
1.0,0.900285198330993,0.7624584222100862,0.6746114164951365
0.997795343960796,0.922355615846211,0.7910487444824255,0.6142770774306245
0.9807325060093367,0.8651197437048818,0.7812289132335041,0.6151524735102425
0.9852361919076925,0.8744504234560523,0.7848673064231468,0.597181494770125
0.9986952544590292,0.9167232163510017,0.8548982620657254,0.6847169212591926
0.9321705835657159,0.8213696578286428,0.8641272832397606,0.6431179062680847
0.977911357987039,0.8745329616636541,0.8057823933165471,0.659620751860718
0.9994578252523068,0.884711465058309,0.81394065195427,0.6436042561204363
0.9643592977307134,0.8561595732349966,0.8720704217119054,0.6009733259129791
0.9797170258868887,0.9651938694050786,0.8617119629828112,0.5816651404657839
0.9642177755693858,0.8909219867247766,0.7420639059223628,0.6716675813477468
1.0,0.9626819950543699,0.8382049735533074,0.6443640983218714
0.9856998137869883,0.9388812099130542,0.702208190937599,0.6576432251354739
1.0,0.9534379123703749,0.7475158345583683,0.6220824596613059
0.9218201311714949,0.8920210389269982,0.8406632525725856,0.6275990155790049
0.9827091752709881,0.8360759186048615,0.7274513128622351,0.6639297039640072
0.9724832672990572,0.8705611709500435,0.8871218401867706,0.627051909569597
0.9567638519108421,0.9625721553602273,0.7855280973553702,0.5986775177374988
0.9868236093620791,0.9616879569067004,0.644174213078167,0.6931775856152569
0.9665680039536548,0.9219281234431184,0.7249656343105733,0.5571418492081562
1.0,0.906344488671891,0.7472893501879125,0.6421043507110917
1.0,0.9133069358554187,0.8512171422103377,0.6670429616239246
0.9636208013001528,0.9377540018888978,0.7266286213597437,0.6788598002456395
1.0,0.9577251276191155,0.7309277670339599,0.5878978270080544
0.9788413648625095,0.9362442233662119,0.8073865892939975,0.601826701694915
0.9992380701639896,0.8692294658958051,0.8082393975116485,0.6244597934266919
0.9860528838794449,0.8188704773505261,0.7729783775838519,0.6856308912801925
1.0,0.9221329830783048,0.8299715567510295,0.6313282943708259
0.9574842502640597,0.9160989222339846,0.7888608294023735,0.6806275969504715
1.0,0.8954640750710702,0.7790226146189454,0.6875552183156135
0.9827696950201512,0.795174804047168,0.8297046882003615,0.5909017754069895
0.9623708365504495,0.9292392529099592,0.7687255789729801,0.584132634306648
0.9559884952910737,0.8844833560215735,0.8471015418149577,0.6294767934695285
0.9621213065682731,0.8562753575988641,0.8454059236865777,0.5952775397237955
0.9856026231007772,0.9134590373765735,0.7444471984829099,0.6163968425459112
1.0,0.8346533139887979,0.756846442373363,0.6366914523741226
0.9794629392474583,0.9507904197304665,0.7703942713826896,0.695181378404753
0.9646081481034816,0.8503663425492003,0.7143413320185439,0.6754531022294726
0.95303734547141,0.8825337663887922,0.7774990173751062,0.6561927676708357
0.9540270988027036,0.9185751676993136,0.7814243317062629,0.5824495339295165
0.9723461627420367,0.9574006385678165,0.8324944065835848,0.6117768592257059
0.9907099689931484,0.8539256721296288,0.7735286704381877,0.6640647695723759
0.9664263469559846,0.9121460739573345,0.6460844816596156,0.7275869238064289
0.9443162183549113,0.9426649829557145,0.8528003001622118,0.6561520069300607
1.0,0.9514612162062523,0.8661687180037347,0.7134574155715223
1.0,0.8636755021775175,0.7992370383443346,0.6160932579419629
0.9741332388952778,0.9198568703319799,0.7946385783857369,0.6566715780941497
1.0,0.890575856067099,0.7734411276155944,0.6508330688054543
0.9636097186487849,0.8879670902273706,0.8463219731323397,0.7014843496996064
0.9902638250499817,0.8615598198362806,0.8381708583467005,0.6443813016995972
0.989669064317119,0.9451538372951882,0.8356692251768599,0.6741752683263632
0.933578635539156,0.8960094550025014,0.8039116643009763,0.6612283368453813
0.9433055827882986,0.912705996922025,0.7410549372594831,0.642564821047259
0.9464272756631312,0.910103291328324,0.7966490555874048,0.6313029361150264
0.9887810456691521,0.8129389860694552,0.7894867927009868,0.6888407185826473
1.0,0.9200729248245386,0.8175486446156063,0.6364458412812418
1.0,0.9288096592457691,0.8284969517377658,0.6846880392885959
0.942876359560191,0.8977940871737313,0.6969557853512913,0.5905842762914355
0.9489889883253043,0.8540244310456268,0.8559626546786507,0.6564984191337417
0.9998214512370764,0.8225061702024066,0.8669425587270477,0.6655544607923332
0.959263435490659,0.8933596724154507,0.8511651056721724,0.6361209087406964
1.0,0.9303783182953312,0.7872227062684687,0.6390413112925755
0.9855742996301436,0.8919760470938007,0.7974367595547827,0.6541241906462744
0.985884074273424,0.8578128903004713,0.7965038216402728,0.6545361763576518
0.9995474617066175,0.9362690059198844,0.8014314759863199,0.7010785347269823
0.9659783741412531,0.8864631693975571,0.8610107253068374,0.695254051345348
0.9669592252320479,0.8936018615939938,0.8209220794494618,0.6749837240672054
0.9665587757918217,0.883102310057606,0.7955411379378418,0.6964056900954542
0.9732250760987162,0.9209024722931178,0.8210590432491307,0.6085759746206993
0.9414259936409182,0.8201815389068227,0.7771380309874572,0.633701338038569
1.0,0.8910393386785711,0.8086491341142649,0.6435650409576167
0.9891267626616431,0.8820809678123754,0.7909990141036662,0.6465656607710712
0.9879391417526311,0.9046773905161233,0.8184487730657505,0.6762089477694117
0.9839252103627597,0.9031704943141798,0.7390890957689769,0.603825217203915
0.9719144034116606,0.9136531784661599,0.8326347962126113,0.6071816851429258
0.9692241131731734,0.9291396725933698,0.8337730819857938,0.6366356906672761
0.950282833742233,0.8947338327502325,0.8350054124325771,0.7136463865043697
0.9957144293409113,0.9769432607891028,0.8153241126876754,0.616844711714119
0.9713721363778771,0.899423145498049,0.8292344736558614,0.6828092443313499
0.9854218506552629,0.8999284188452777,0.8313012369819069,0.6458977797340226
0.9544187819768922,0.8935963102852611,0.7738434572162967,0.6821215889419371
1.0,0.8813124306796132,0.8050990203996635,0.6674462386176343
1.0,0.8567773539392601,0.8163910609469753,0.5452231877652033
0.9314518506011218,0.9015046407417298,0.7411108443432569,0.6330688506281079
0.9495575506642472,0.862609297807551,0.7853288685931573,0.6381203432413814
0.9635922199101672,0.8767376318450089,0.8028601024831956,0.6394913222149806
0.9836853148382675,0.8541662527811574,0.8551826275785286,0.6423855691227016
0.9841684469770806,0.8956474169647108,0.7592328108941535,0.5813546206222007
0.9990333923049743,0.9138610436140016,0.6936977635614465,0.6422384092774847
1.0,0.9276701998571506,0.8290068648837886,0.6057323227213146
0.9580595022560706,0.8684180164315236,0.8185128897778469,0.5336253706257662
0.9080627203092875,0.8919312598642563,0.8309667274368735,0.6380202028353633
0.9760891578414504,0.8881645148348003,0.817196774864798,0.6749790678387557
0.965897314830071,0.8325861252665352,0.8494720230545034,0.6368242615964749
0.9765001246207204,0.8673826905886829,0.8063275726748863,0.65718432837242
0.9687733101166766,0.9033458569956312,0.7684928473490523,0.7048732619112934
0.9588949040535781,0.9220207997595447,0.7222794950239065,0.6611161751416714
0.943251776566818,0.8851664290124516,0.7381503377016142,0.5722566183097244
1.0,0.959991778113471,0.8809265408060506,0.6347792858566024
0.9450299014855555,0.8558189976675771,0.8899077324343816,0.6168797782232021
0.9700733161891869,0.9087687862587269,0.8413803031117089,0.6172126703830639
0.9513159994507822,0.8626937289140557,0.7865118839260086,0.6079479062589651
0.948086833546455,0.8364015458681704,0.8727345805499516,0.6603683748536913
0.9402109217975305,0.9093387497151082,0.8023397276448393,0.5627221233243791
0.970075582557899,0.9258378754828919,0.8100028674561757,0.6555695469215871
0.9910313636725804,0.8957256520757684,0.8013694005632721,0.6624394002678863
1.0,0.892527912393421,0.7705497937614291,0.5830363316016814
0.9998162456526686,0.948277167005566,0.7493712243678184,0.6064137053354179
0.9734884608654919,0.8904725136962123,0.8804632201500209,0.5748338181447842
0.9706033094753478,0.8642006134191165,0.7956089360437201,0.7083817751163669
1.0,0.9438529648446475,0.7453078531310245,0.5623544800204632
0.9887381837964104,0.8096977555642901,0.7295276159361775,0.6686829326779857
0.9903705710481302,0.9133516034433484,0.7886302294516232,0.6824255364735413
0.9837399275453843,0.8918012824192568,0.8282792666931184,0.7238577527614243
0.9367526629535258,0.9309604705062278,0.7858906148777308,0.6673387727216958
0.9445770883906471,0.9322745350371291,0.8691295093501431,0.6558956345260393
1.0,0.8899034285168717,0.8213919868799039,0.7033123880998494
0.9788325588227667,0.9188998335777101,0.7418068000472856,0.7618507107962863
1.0,0.9278018230883667,0.850788385321336,0.6180126427177358
0.9356171277684507,0.8998740943978671,0.7548796494521796,0.6099996278343894
0.9530829996426616,0.876618862033893,0.8058621165335109,0.7046588991676155
0.9618482200932909,0.949780573749376,0.8172935921494948,0.6573782082544141
0.9769990799136026,0.9732748216409114,0.8993148798887178,0.6952237537906757
0.9640388218728791,0.8906018410839599,0.8505608876404691,0.6250988347091329
0.915043283396895,0.8487515390383671,0.8646362349922866,0.6335828744955587
0.9897339312485361,0.9205986083774831,0.8573749780460105,0.6170865132310013
0.9822127825107373,0.9320693407594763,0.9103128745109731,0.6418516701254664
0.9996366774238562,0.8780506773680955,0.7964545517000207,0.6159675004733935
1.0,0.8924702525498371,0.8499482580582797,0.5915394374884891
0.9950077662269344,0.9387647153989279,0.8609480729960854,0.6665691620256519
1.0,0.8649227772171526,0.8391486180089581,0.6130583250374863
0.9918926254873407,0.8732716042816882,0.8909469350003406,0.6790725168087209
0.9547017852603445,0.9181712763899281,0.8712522048678445,0.6502384983521357
0.9616335482656403,0.9375031683477375,0.8174319546645522,0.624711767309759
1.0,0.9025880494357439,0.8205896665319912,0.6754524692703212
1.0,0.9673706397766225,0.7419060376155024,0.689252433801216
1.0,0.9197595924108652,0.7943334123292402,0.6700755462184832
0.9803201818965331,0.8888744380439892,0.8077509629892801,0.6098380110223365
0.9117985831172564,0.8839231280756835,0.8741709039375832,0.5316639863876815
0.9940864826168171,0.9107881285573182,0.7641109263297893,0.6915890886970228
0.9879838742153558,0.9131290785573939,0.8093321986629933,0.6597541220694708
0.975231254564394,0.8643767725401399,0.8059461961730601,0.6140272959911814
1.0,0.9049494943167582,0.8221717552997497,0.6304767587065601
0.9864158835199118,0.8795299617368862,0.7478741422075871,0.6119069802364931
0.9526635045702553,0.8681333727758839,0.766230903179343,0.6530996288272468
1.0,0.8905462611202544,0.816419537660761,0.6316331070851239
0.9720062466596939,0.9235715624535137,0.8311734709080388,0.6587152644094638
0.942391040912345,0.852482919490746,0.7504891613614357,0.6680851539320571
0.9747680351875011,0.9201323826638345,0.7548207454815605,0.6157213346010705
0.962462115957066,0.9997980486166262,0.7976536304423972,0.6291806349571019
0.9450755740930823,0.9140913404800532,0.8450233523363014,0.694387397171405
0.9703218951725199,0.9339433778773844,0.819081089006512,0.562139021670425
0.992661508470738,0.992501450939584,0.7323827837363324,0.5842527492060645
1.0,0.9757116800481778,0.7804574513794612,0.6051932428630153
0.984492823843567,0.8994579808860429,0.7631903131112932,0.6740112025072831
1.0,0.9188448219080219,0.9257351070714526,0.6468317275995578
0.9828833942436789,0.8866178333998472,0.7949612695888555,0.6478127557093913
0.9989145265896867,0.9199492762142016,0.8887687385095601,0.6322027731069637
0.9748075866915263,0.9079068325794243,0.7145741173763601,0.662781259378912
0.9595981129728139,0.9278589483097497,0.72819593167008,0.692199804728784
0.9832714971132214,0.8858375551711019,0.8807008595650516,0.6103926056956783
0.9604421928898887,0.9314023476121074,0.831782304284259,0.6784676019766236
0.940931348144584,0.8960623083654244,0.8043692279878656,0.6879773002705868
0.9261759843933519,0.9656888878126698,0.7924388527035817,0.6491300616262449
0.9937738138114705,0.908122874201995,0.835546954583344,0.7781232700838898
1.0,0.875934948931886,0.8043991731678031,0.6247696133162959
0.9361369346018134,1.0,0.8329108896239297,0.6707551496517328
0.970469461309515,0.8992960660087623,0.7699239503132848,0.6249939665329661
0.9713689896713432,0.9042408262486484,0.7737990084994428,0.671045486068641
0.9563614552617408,0.8746238857872675,0.8566872203631951,0.575262757888295
0.9686766859315313,0.8769753959941586,0.718309555567954,0.652316617195124
0.9560333896351698,0.890263281919935,0.7731746378138034,0.6463935472202648
0.9717328463067556,0.9124410029486479,0.7132657927285483,0.6230332189001074
0.9804657864370686,0.9069919000602237,0.7819154003092628,0.5636006344923381
0.9496802336081469,0.9636731056858592,0.7245385504992594,0.6255309141677357
0.9978091093322324,0.8659473566246022,0.7914113964029675,0.6414097941712811
0.9861834894887707,0.9267173056618403,0.8151115142492059,0.6040061232825609
0.9834512766411472,0.9415696012054988,0.7385665868012817,0.6555080831557517
1.0,0.9594794104396057,0.8552438998969809,0.6566534212638325
0.9776222442479983,0.893211677706026,0.7802364286235618,0.6872091774633827
0.9799192100574738,1.0,0.8589242684326769,0.5842845913723463
0.9722603081725002,0.8741813888890251,0.8406825977222698,0.6808086924298016
0.9807177323480242,0.939551239277982,0.8043479037098632,0.638636727529942
0.958958722465936,0.9265897151093833,0.8127451958109121,0.6790226996511898
0.9885376024667681,0.8953901640330327,0.807799483784384,0.5628041015666527
0.9506961646029691,0.9534246874984887,0.7491153423174345,0.5746310928058083
0.9847444144665578,0.8987167517347685,0.7401748290804923,0.6865488934346029
0.9905247715977412,0.8610991733824712,0.7684004872015893,0.5852811829181456
0.9829226632611608,0.9913334579438837,0.8372146742976678,0.6716610990468921
0.9568845955022364,0.9439948281358853,0.758689789406908,0.7380276780040838
0.9805629822145585,0.9077486621518821,0.8020152740294947,0.6414289537500336
1.0,0.8415437684348861,0.83329772147732,0.6620744555816879
0.9792452097299319,0.9187892802256665,0.793851676131299,0.6250147356017256
0.9258147904324375,0.948313428152886,0.7877807500137587,0.6090707003210742
0.9805717868110551,0.9321136092728752,0.7859025994860153,0.6619634733646972
0.957061408630087,0.9100444019220645,0.738146205087488,0.5911111373727727
0.969221388147813,0.8979081267777986,0.7683170801918073,0.603167093081788
1.0,0.9008541826318688,0.8089048985348405,0.6437138786955565
0.9647538671623974,0.9385715217717363,0.7315992541884299,0.6148780111053465
0.9545078331335315,0.8472382118517099,0.7485309825193808,0.6091791463721177
0.9711836344328474,0.8850783071693009,0.7563006559030109,0.6992091329576186
0.98374844934855,0.8914734302304114,0.7908913557927246,0.6122882746693027
1.0,0.8642703069765355,0.7825996271568242,0.6536762855581687
0.9289973932239833,0.8948938053587052,0.8154188157292778,0.6976483808792672
0.9401247273010425,0.8727155213349659,0.7555742805584869,0.7467488854025685
0.9572959197682209,0.9486131983699162,0.8517016503626792,0.7439503961551373
0.9476857996017526,0.8665967416166392,0.7846011973455933,0.6867250295273274
0.9535610174195893,0.9778365366332372,0.7278694577393464,0.5792079699563416
0.9867203258477873,0.8664097412643645,0.8625712303880326,0.6867568416416386
0.9697211225286327,0.888569072758789,0.7572887616340157,0.675761264030292
0.9550102727410462,0.9112576354831854,0.8088725852666624,0.715172968201848
0.9961604074154241,0.9429775458695178,0.8318309644804573,0.6184173638662765
0.9577639967029742,0.9222569580342841,0.8137696203787617,0.6442752963469818
0.9864286291191386,0.9337635044715314,0.7510515312185706,0.6095653741857634
0.9865063443796065,0.8661231635044842,0.717228528547168,0.6765269495987634
0.994267071336997,0.8727196225063887,0.8663004298250605,0.6549329020184901
0.9771258655490223,0.8626964218430525,0.7977466464324642,0.6212552632092327
0.9546007786826675,0.9371204171924586,0.7546132332003107,0.5333929352807927
0.9581350688330644,0.8873322367633837,0.7682182649220152,0.6467676025505259
0.948982232565481,0.9792274486912554,0.8806366565161924,0.6080489844713742
1.0,0.9088390104745587,0.7832214149267493,0.617500850312182
0.94934221368047,0.8900347077551594,0.875900875338354,0.622236609959018
0.9681313705476297,0.8289740908980842,0.8504075773452452,0.642173360808438
1.0,0.871912898316716,0.7799976132613455,0.6976664681133544
0.9863122692189147,0.896919252460086,0.8658928099512515,0.632000137515229
0.9298957277807185,0.8422777701754071,0.7434927953978134,0.6477739514148874
0.9884096350514767,0.8679156634893873,0.8250420743196779,0.6832847230356722
1.0,0.9664263353889141,0.7542213272152817,0.658655721470815
0.9838150412065,0.916846059185446,0.7781440275603326,0.7497659435520263
1.0,0.9082398218741429,0.7529963933333382,0.6408350342373573
0.988427992613091,0.9090110792271363,0.7785229655661885,0.6564809078088254
0.9573193982939133,0.8921619533500511,0.7313156434047368,0.6042632962562074
0.9824197143297595,0.9815453195295104,0.8118334288851223,0.6764511321649906
0.9794191168747167,1.0,0.8950295255856371,0.6456799143281235
0.9591131454657457,0.9169971281641359,0.7899497789219572,0.6564707311421629
0.9257030721629566,0.8768125287693991,0.7311448701481048,0.6606334942418342
0.9606316203561717,0.9326060946530922,0.8156855425822747,0.6616648279858318
0.9745253763198164,0.8800379882369598,0.8125669341413732,0.6781514173821954
0.9363950113864363,0.9568244031374615,0.7892493733323319,0.6128792132449875
0.9959863130541395,0.9443041239816526,0.8227360628593964,0.6051446055668662
0.954798430390314,0.8535700973830241,0.8066610194182645,0.6254753633712729
0.9731934394012424,0.9114924730524956,0.8608537994438702,0.6555887434024148
1.0,0.8528061526911911,0.9391691298641578,0.7428410369291059
1.0,0.9003281852504613,0.8491883244288713,0.6398869621040041
0.9855446215216224,0.8926677027711746,0.8890620961474879,0.703841135724466
0.9863096445038364,0.8250316783445206,0.7921130390666429,0.6797941608700337
0.9871059700398568,0.9094379972540195,0.8604345922058717,0.6654320484333962
0.969662935610656,0.891736015756765,0.772568227952938,0.5371771626112345
0.9044269608956732,0.9102088487326089,0.7817683576863244,0.6356403899856388
1.0,0.9259568543216768,0.7924701119751191,0.6753360757831974
0.9892471113982667,0.956766622954239,0.7570052863131881,0.6393055640040332
1.0,0.9632611559595049,0.8228931119153249,0.6217829391754127
0.99520697621001,0.963361745685984,0.856156050966013,0.6188117965974392
0.9910499807321648,0.8575670517799973,0.8276432352484359,0.5800649841789404
0.952496378083999,0.8972786283207606,0.8043704963472549,0.6911160224173409
0.9513525387076955,0.8640864198704508,0.7765916435454807,0.616135575123246
0.9823896904260404,0.9466127701607195,0.7899550183202235,0.6215409746158819
0.9944125635396522,0.9362916551287814,0.7572358278463764,0.6799710418532601
0.9812849434882127,0.928960339327354,0.7171810996636647,0.6344975104204187
